edge_id,environment_ring,uk_region_role,source_runtime_workload_family_id,target_runtime_workload_family_id,source_runtime_workload_family_ref,target_runtime_workload_family_ref,source_family_code,target_family_code,source_trust_zone_ref,target_trust_zone_ref,trust_zone_boundary_ref,bridge_mode,gateway_surface_scope,protocol_refs,tenant_transfer_mode,assurance_trust_transfer_mode,data_class_ceiling_refs,egress_allowlist_ref,failure_mode,edge_state,source_refs
rte_production_secondary_public_edge_to_published_gateway,production,secondary,rwf_production_secondary_public_edge_ingress,rwf_production_secondary_shell_delivery_published_gateway,wf_public_edge_ingress,wf_shell_delivery_published_gateway,public_edge,shell_delivery,tz_public_edge,tz_published_gateway,tzb_public_edge_to_published_gateway,published_gateway_surface_placeholder,all_published_gateway_surfaces,https; sse; websocket,runtime_binding_and_session_policy_only,published_surface_tuple_only,tenant_scoped_summary,eal_public_edge_internal_only,same_shell_recovery_or_blocked,allowed,docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Browser Boundary Law
rte_production_secondary_gateway_to_projection,production,secondary,rwf_production_secondary_shell_delivery_published_gateway,rwf_production_secondary_projection_read_models,wf_shell_delivery_published_gateway,wf_projection_read_models,shell_delivery,projection,tz_published_gateway,tz_application_core,tzb_published_gateway_to_application_core,published_gateway_surface_placeholder,read_and_summary_surfaces,https; grpc,tenant_tuple_and_route_intent_preserved,surface_authority_tuple_preserved,tenant_scoped_summary; tenant_scoped_phi_minimum_necessary,eal_gateway_internal_only,projection_recovery_only,allowed,docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; blueprint/platform-runtime-and-release-blueprint.md#GatewayBffSurface
rte_production_secondary_gateway_to_command,production,secondary,rwf_production_secondary_shell_delivery_published_gateway,rwf_production_secondary_command_orchestration,wf_shell_delivery_published_gateway,wf_command_orchestration,shell_delivery,command,tz_published_gateway,tz_application_core,tzb_published_gateway_to_application_core,published_gateway_surface_placeholder,mutating_surfaces_only,https; grpc,tenant_tuple_and_route_intent_preserved,surface_authority_tuple_preserved,tenant_scoped_phi_minimum_necessary,eal_gateway_internal_only,command_halt_or_named_review,allowed,docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; blueprint/platform-runtime-and-release-blueprint.md#GatewayBffSurface
rte_production_secondary_gateway_to_assurance,production,secondary,rwf_production_secondary_shell_delivery_published_gateway,rwf_production_secondary_assurance_security_control,wf_shell_delivery_published_gateway,wf_assurance_security_control,shell_delivery,assurance_security,tz_published_gateway,tz_assurance_security,tzb_published_gateway_to_assurance_security,published_gateway_surface_placeholder,support_ops_governance_surfaces,https; grpc,explicit_scope_tuple_or_platform_scope_only,assurance_slice_tuple_only,masked_support_excerpt; append_only_control_evidence,eal_gateway_internal_only,controls_frozen_same_shell_context_preserved,allowed,docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; blueprint/platform-runtime-and-release-blueprint.md#GatewayBffSurface
rte_production_secondary_command_to_data,production,secondary,rwf_production_secondary_command_orchestration,rwf_production_secondary_data_stateful_plane,wf_command_orchestration,wf_data_stateful_plane,command,data,tz_application_core,tz_stateful_data,tzb_application_core_to_stateful_data,service_identity_direct,none,sql_tls; object_api_tls; queue_tls; cache_tls,tenant_tuple_on_every_key_or_record,restore_tuple_required,tenant_scoped_phi_minimum_necessary; tenant_scoped_summary,eal_command_to_internal_planes_only,read_only_or_blocked_until_restore_proof,allowed,docs/architecture/13_backend_runtime_service_baseline.md#Baseline Law; blueprint/platform-runtime-and-release-blueprint.md#RuntimeWorkloadFamily
rte_production_secondary_command_to_integration_dispatch,production,secondary,rwf_production_secondary_command_orchestration,rwf_production_secondary_integration_dispatch,wf_command_orchestration,wf_integration_dispatch,command,integration,tz_application_core,tz_integration_perimeter,tzb_application_core_to_integration_perimeter,outbox_and_durable_queue,none,queue_dispatch; outbox_checkpoint,effect_scope_and_tenant_tuple_preserved,checkpoint_receipt_required,external_effect_descriptor,eal_command_to_internal_planes_only,integration_queue_only,allowed,docs/architecture/13_backend_runtime_service_baseline.md#Baseline Law; docs/external/39_browser_automation_retry_policy.md
rte_production_secondary_command_to_assurance,production,secondary,rwf_production_secondary_command_orchestration,rwf_production_secondary_assurance_security_control,wf_command_orchestration,wf_assurance_security_control,command,assurance_security,tz_application_core,tz_assurance_security,tzb_application_core_to_assurance_security,audit_and_gate_publish,none,grpc; https; audit_append,tenant_tuple_plus_scope_hash_required,assurance_slice_verdict_required,append_only_control_evidence,eal_command_to_internal_planes_only,writable_freeze_same_shell_context_preserved,allowed,docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings; blueprint/platform-runtime-and-release-blueprint.md#Runtime topology contract
rte_production_secondary_projection_to_data,production,secondary,rwf_production_secondary_projection_read_models,rwf_production_secondary_data_stateful_plane,wf_projection_read_models,wf_data_stateful_plane,projection,data,tz_application_core,tz_stateful_data,tzb_application_core_to_stateful_data,read_model_storage,none,sql_tls; object_api_tls; cache_tls,tenant_tuple_on_every_key_or_record,restore_tuple_required,tenant_scoped_summary,eal_projection_to_internal_planes_only,projection_stale_or_summary_only,allowed,docs/architecture/13_backend_runtime_service_baseline.md#Baseline Law; blueprint/platform-runtime-and-release-blueprint.md#RuntimeWorkloadFamily
rte_production_secondary_projection_to_assurance,production,secondary,rwf_production_secondary_projection_read_models,rwf_production_secondary_assurance_security_control,wf_projection_read_models,wf_assurance_security_control,projection,assurance_security,tz_application_core,tz_assurance_security,tzb_application_core_to_assurance_security,freshness_and_watch_publish,none,grpc; https,tenant_tuple_plus_scope_hash_required,assurance_slice_verdict_required,tenant_scoped_summary,eal_projection_to_internal_planes_only,projection_visible_controls_frozen,allowed,docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings; blueprint/platform-runtime-and-release-blueprint.md#Runtime topology contract
rte_production_secondary_integration_dispatch_to_data,production,secondary,rwf_production_secondary_integration_dispatch,rwf_production_secondary_data_stateful_plane,wf_integration_dispatch,wf_data_stateful_plane,integration,data,tz_integration_perimeter,tz_stateful_data,tzb_integration_perimeter_to_stateful_data,receipt_checkpoint_append,none,queue_tls; sql_tls; object_api_tls,effect_scope_and_supplier_correlation_only,receipt_or_checkpoint_required,external_effect_descriptor; append_only_control_evidence,eal_declared_external_dependencies_only,checkpoint_and_retry_or_dispute,allowed,docs/architecture/13_backend_runtime_service_baseline.md#Baseline Law; docs/external/39_browser_automation_retry_policy.md
rte_production_secondary_integration_dispatch_to_assurance,production,secondary,rwf_production_secondary_integration_dispatch,rwf_production_secondary_assurance_security_control,wf_integration_dispatch,wf_assurance_security_control,integration,assurance_security,tz_integration_perimeter,tz_assurance_security,tzb_integration_perimeter_to_assurance_security,dependency_and_receipt_evidence_publish,none,audit_append; https,tenant_tuple_plus_dependency_code_only,dependency_slice_verdict_required,append_only_control_evidence,eal_declared_external_dependencies_only,slice_degraded_or_queue_only,allowed,docs/external/39_browser_automation_retry_policy.md; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Pipeline Stage Chain
rte_production_secondary_assurance_to_data,production,secondary,rwf_production_secondary_assurance_security_control,rwf_production_secondary_data_stateful_plane,wf_assurance_security_control,wf_data_stateful_plane,assurance_security,data,tz_assurance_security,tz_stateful_data,tzb_assurance_security_to_stateful_data,tuple_and_restore_publish,none,sql_tls; object_api_tls; append_only_api,platform_control_with_explicit_tenant_projection_only,restore_tuple_required,append_only_control_evidence; tenant_scoped_summary,eal_assurance_to_internal_planes_only,controls_frozen_or_restore_only,allowed,"docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law; blueprint/phase-9-the-assurance-ledger.md#9F. Resilience architecture, restore orchestration, and chaos programme"
