task_order,task_id,task_kind,task_status,task_prompt_ref,task_title,phase_ref,milestone_id,milestone_title,milestone_class,baseline_scope,critical_path_state,merge_gate_ref
206,seq_206,seq,not_started,prompt/206.md,phase2 Playwright or other appropriate tooling testing run wrong patient repair and web phone parity regression suites,phase_2,MS_P2_PROOF_AND_REGRESSION,Phase 2 proof and regression suites,phase_delivery,current,on_path,GATE_P2_EXIT
207,seq_207,seq,not_started,prompt/207.md,phase2 Playwright or other appropriate tooling testing run pds feature flag and duplicate followup resafety suites,phase_2,MS_P2_PROOF_AND_REGRESSION,Phase 2 proof and regression suites,phase_delivery,current,on_path,GATE_P2_EXIT
208,seq_208,seq,not_started,prompt/208.md,phase2 exit gate approve identity and echoes completion,phase_2,MS_P2_EXIT_GATE,Phase 2 identity and echoes exit approval,release_gate,current,on_path,GATE_P2_EXIT
209,seq_209,seq,not_started,prompt/209.md,crosscutting open patient account and support surface tracks gate,cross_phase_controls,MS_XC_ENTRY_GATE,Cross-phase patient account and support entry gate,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
210,par_210,par,not_started,prompt/210.md,crosscutting track backend build patient spotlight decision projection and quiet home logic,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
211,par_211,par,not_started,prompt/211.md,crosscutting track backend build request browsing detail and typed patient action routing projections,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
212,par_212,par,not_started,prompt/212.md,crosscutting track backend build more info response thread callback status and contact repair projections,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
213,par_213,par,not_started,prompt/213.md,crosscutting track backend build health record projection and record artifact parity witness,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
214,par_214,par,not_started,prompt/214.md,crosscutting track backend build communications timeline and message callback visibility rules,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
215,par_215,par,not_started,prompt/215.md,crosscutting track Playwright or other appropriate tooling frontend build patient home requests and request detail routes,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
216,par_216,par,not_started,prompt/216.md,crosscutting track Playwright or other appropriate tooling frontend build more info response callback status and contact repair views,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
217,par_217,par,not_started,prompt/217.md,crosscutting track Playwright or other appropriate tooling frontend build health record and communications timeline views,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
218,par_218,par,not_started,prompt/218.md,crosscutting track backend build support lineage binding ticket projection and subject history queries,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
219,par_219,par,not_started,prompt/219.md,crosscutting track backend build controlled resend delivery repair and support replay foundations,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
220,par_220,par,not_started,prompt/220.md,crosscutting track Playwright or other appropriate tooling frontend build staff start of day operations and support entry surfaces,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
221,par_221,par,not_started,prompt/221.md,crosscutting track Playwright or other appropriate tooling frontend build support workspace shell and omnichannel ticket views,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
222,par_222,par,not_started,prompt/222.md,crosscutting track Playwright or other appropriate tooling frontend build support masking read only fallback and contextual playbook panels,cross_phase_controls,MS_XC_PARALLEL_PATIENT_ACCOUNT_AND_SUPPORT,Cross-phase patient account and support implementation,cross_phase_control,current,on_path,GATE_XC_PARALLEL_MERGE
223,seq_223,seq,not_started,prompt/223.md,crosscutting merge Playwright or other appropriate tooling integrate patient account and support surfaces with phase2 identity and status models,cross_phase_controls,MS_XC_MERGE_AND_PROOF,Cross-phase patient account and support merge and proof,cross_phase_control,current,on_path,GATE_XC_EXIT
224,seq_224,seq,not_started,prompt/224.md,crosscutting Playwright or other appropriate tooling testing run patient account support and record artifact continuity suites,cross_phase_controls,MS_XC_MERGE_AND_PROOF,Cross-phase patient account and support merge and proof,cross_phase_control,current,on_path,GATE_XC_EXIT
225,seq_225,seq,not_started,prompt/225.md,crosscutting exit gate approve portal and support baseline completion,cross_phase_controls,MS_XC_EXIT_GATE,Cross-phase portal and support baseline exit approval,release_gate,current,on_path,GATE_XC_EXIT
226,seq_226,seq,not_started,prompt/226.md,phase3 freeze triage contract workspace state model and review session rules,phase_3,MS_P3_DEFINITION_AND_ENTRY,Phase 3 contract freeze and triage entry gate,phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
227,seq_227,seq,not_started,prompt/227.md,phase3 freeze queue ranking fairness duplicate cluster and more info contracts,phase_3,MS_P3_DEFINITION_AND_ENTRY,Phase 3 contract freeze and triage entry gate,phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
228,seq_228,seq,not_started,prompt/228.md,phase3 freeze endpoint decision approval and escalation contracts,phase_3,MS_P3_DEFINITION_AND_ENTRY,Phase 3 contract freeze and triage entry gate,phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
229,seq_229,seq,not_started,prompt/229.md,phase3 freeze callback clinician messaging and admin resolution boundaries,phase_3,MS_P3_DEFINITION_AND_ENTRY,Phase 3 contract freeze and triage entry gate,phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
230,seq_230,seq,not_started,prompt/230.md,phase3 open parallel triage callback and resolution tracks gate,phase_3,MS_P3_DEFINITION_AND_ENTRY,Phase 3 contract freeze and triage entry gate,phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
231,par_231,par,not_started,prompt/231.md,phase3 track backend build triage task state machine and lease fencing,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
232,par_232,par,not_started,prompt/232.md,phase3 track backend build workspace consistency projection and workspace trust envelope,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
233,par_233,par,not_started,prompt/233.md,phase3 track backend build deterministic queue engine queue rank snapshots and assignment suggestions,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
234,par_234,par,not_started,prompt/234.md,phase3 track backend build duplicate pair evidence duplicate review snapshot and resolution decisions,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
235,par_235,par,not_started,prompt/235.md,phase3 track backend build review bundle assembler deterministic summaries and suggestion seam,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
236,par_236,par,not_started,prompt/236.md,phase3 track backend build more info cycle reply window checkpoint and reminder scheduler,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
237,par_237,par,not_started,prompt/237.md,phase3 track backend build response assimilation material delta assessment and canonical resafety,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
238,par_238,par,not_started,prompt/238.md,phase3 track backend build endpoint decision engine decision epoch and route fence,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
239,par_239,par,not_started,prompt/239.md,phase3 track backend build human approval checkpoint and urgent escalation path,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
240,par_240,par,not_started,prompt/240.md,phase3 track backend build direct resolution and downstream handoff seed generation,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
241,par_241,par,not_started,prompt/241.md,phase3 track backend build reopen mechanics stale owner recovery and next task launch leases,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
242,par_242,par,not_started,prompt/242.md,phase3 track backend build task completion settlement and workspace continuity evidence projection,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
243,par_243,par,not_started,prompt/243.md,phase3 track backend build callback case state machine attempt windows and voicemail policy,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
244,par_244,par,not_started,prompt/244.md,phase3 track backend build clinician message thread state machine and delivery settlement chain,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
245,par_245,par,not_started,prompt/245.md,phase3 track backend build reachability repair bounce handling and controlled resend logic,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
246,par_246,par,not_started,prompt/246.md,phase3 track backend build patient conversation digest and shared staff rules,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
247,par_247,par,not_started,prompt/247.md,phase3 track backend build callback message visibility and patient threading projections,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
248,par_248,par,not_started,prompt/248.md,phase3 track backend build support handoff and resolution linkage for callback and message failures,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
249,par_249,par,not_started,prompt/249.md,phase3 track backend build self care boundary decision and advice eligibility grants,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
250,par_250,par,not_started,prompt/250.md,phase3 track backend build advice render settlement and content approval binding,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
251,par_251,par,not_started,prompt/251.md,phase3 track backend build admin resolution case profiles waiting reason and completion artifact policies,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
252,par_252,par,not_started,prompt/252.md,phase3 track backend build advice admin dependency sets and reopen trigger evaluation,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
253,par_253,par,not_started,prompt/253.md,phase3 track backend build self care outcome analytics and patient expectation templates,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
254,par_254,par,not_started,prompt/254.md,phase3 track backend build admin resolution settlement and cross domain reentry rules,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
255,par_255,par,not_started,prompt/255.md,phase3 track Playwright or other appropriate tooling frontend build workspace home queue and task route family,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
256,par_256,par,not_started,prompt/256.md,phase3 track Playwright or other appropriate tooling frontend build queue workboard preview pocket and selected anchor preservation,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
257,par_257,par,not_started,prompt/257.md,phase3 track Playwright or other appropriate tooling frontend build active task shell case pulse and decision dock,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
258,par_258,par,not_started,prompt/258.md,phase3 track Playwright or other appropriate tooling frontend build rapid entry notes more info and endpoint reasoning layer,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
259,par_259,par,not_started,prompt/259.md,phase3 track Playwright or other appropriate tooling frontend build attachment viewer and patient response thread,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
260,par_260,par,not_started,prompt/260.md,phase3 track Playwright or other appropriate tooling frontend build approval inbox and escalation surfaces,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
261,par_261,par,not_started,prompt/261.md,phase3 track Playwright or other appropriate tooling frontend build changed since seen and review resumed recovery flow,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
262,par_262,par,not_started,prompt/262.md,phase3 track Playwright or other appropriate tooling frontend build workspace focus protection buffered queue change and next task posture,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
263,par_263,par,not_started,prompt/263.md,phase3 track Playwright or other appropriate tooling frontend build callback management views and attempt outcome capture,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
264,par_264,par,not_started,prompt/264.md,phase3 track Playwright or other appropriate tooling frontend build clinician messaging thread and delivery repair views,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
265,par_265,par,not_started,prompt/265.md,phase3 track Playwright or other appropriate tooling frontend build self care advice issue and admin resolution views,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
266,par_266,par,not_started,prompt/266.md,phase3 track Playwright or other appropriate tooling frontend build patient conversation surface for more info callback and message updates,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
267,par_267,par,not_started,prompt/267.md,phase3 track Playwright or other appropriate tooling frontend build support desk replay and linked context views for triage failures,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
268,par_268,par,not_started,prompt/268.md,phase3 track Playwright or other appropriate tooling frontend build accessibility and ergonomic refinements for clinical workspace,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
269,par_269,par,not_started,prompt/269.md,phase3 track Playwright or other appropriate tooling frontend build metrics and validation hooks for workspace and support flows,phase_3,MS_P3_PARALLEL_TRIAGE_AND_CALLBACK,"Phase 3 parallel triage, callback, and workspace implementation",phase_delivery,current,on_path,GATE_P3_PARALLEL_MERGE
270,seq_270,seq,not_started,prompt/270.md,phase3 merge integrate triage queue callback and self care admin resolution services,phase_3,MS_P3_MERGE_AND_PROOF,Phase 3 merge and regression proof,phase_delivery,current,on_path,GATE_P3_EXIT
271,seq_271,seq,not_started,prompt/271.md,phase3 merge Playwright or other appropriate tooling integrate patient portal more info and thread surfaces with workspace actions,phase_3,MS_P3_MERGE_AND_PROOF,Phase 3 merge and regression proof,phase_delivery,current,on_path,GATE_P3_EXIT
272,seq_272,seq,not_started,prompt/272.md,phase3 Playwright or other appropriate tooling testing run queue fairness duplicate clustering and stale owner recovery suites,phase_3,MS_P3_MERGE_AND_PROOF,Phase 3 merge and regression proof,phase_delivery,current,on_path,GATE_P3_EXIT
273,seq_273,seq,not_started,prompt/273.md,phase3 Playwright or other appropriate tooling testing run more info resafety endpoint decision and approval suites,phase_3,MS_P3_MERGE_AND_PROOF,Phase 3 merge and regression proof,phase_delivery,current,on_path,GATE_P3_EXIT
274,seq_274,seq,not_started,prompt/274.md,phase3 Playwright or other appropriate tooling testing run callback message delivery and reachability repair suites,phase_3,MS_P3_MERGE_AND_PROOF,Phase 3 merge and regression proof,phase_delivery,current,on_path,GATE_P3_EXIT
275,seq_275,seq,not_started,prompt/275.md,phase3 Playwright or other appropriate tooling testing run self care admin resolution and reopen regression suites,phase_3,MS_P3_MERGE_AND_PROOF,Phase 3 merge and regression proof,phase_delivery,current,on_path,GATE_P3_EXIT
276,seq_276,seq,not_started,prompt/276.md,phase3 Playwright or other appropriate tooling testing run workspace accessibility performance and multi user read only suites,phase_3,MS_P3_MERGE_AND_PROOF,Phase 3 merge and regression proof,phase_delivery,current,on_path,GATE_P3_EXIT
277,seq_277,seq,not_started,prompt/277.md,phase3 exit gate approve human checkpoint completion,phase_3,MS_P3_EXIT_GATE,Phase 3 human checkpoint exit approval,release_gate,current,on_path,GATE_P3_EXIT
278,seq_278,seq,not_started,prompt/278.md,phase4 freeze booking contract case model and state machine,phase_4,MS_P4_DEFINITION_AND_ENTRY,Phase 4 booking contract freeze and entry gate,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
279,seq_279,seq,not_started,prompt/279.md,phase4 freeze provider capability matrix adapter profiles and confirmation gates,phase_4,MS_P4_DEFINITION_AND_ENTRY,Phase 4 booking contract freeze and entry gate,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
280,seq_280,seq,not_started,prompt/280.md,phase4 freeze slot snapshot offer scoring commit and management contracts,phase_4,MS_P4_DEFINITION_AND_ENTRY,Phase 4 booking contract freeze and entry gate,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
281,seq_281,seq,not_started,prompt/281.md,phase4 open parallel local booking tracks gate,phase_4,MS_P4_DEFINITION_AND_ENTRY,Phase 4 booking contract freeze and entry gate,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
282,par_282,par,not_started,prompt/282.md,phase4 track backend build booking case state machine and booking intent records,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
283,par_283,par,not_started,prompt/283.md,phase4 track backend build provider capability matrix and adapter binding compiler,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
284,par_284,par,not_started,prompt/284.md,phase4 track backend build slot search normalization and availability snapshot pipeline,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
285,par_285,par,not_started,prompt/285.md,phase4 track backend build slot scoring offer orchestration and selection rules,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
286,par_286,par,not_started,prompt/286.md,phase4 track backend build reservation authority soft hold and real hold flows,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
287,par_287,par,not_started,prompt/287.md,phase4 track backend build commit path revalidation booking record and compensation logic,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
288,par_288,par,not_started,prompt/288.md,phase4 track backend build appointment management cancel reschedule and detail update commands,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
289,par_289,par,not_started,prompt/289.md,phase4 track backend build reminder scheduler and notification settlement for appointments,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
290,par_290,par,not_started,prompt/290.md,phase4 track backend build smart waitlist transactional autofill and deadline logic,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
291,par_291,par,not_started,prompt/291.md,phase4 track backend build staff assisted booking exception queue and handoff panel api,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
292,par_292,par,not_started,prompt/292.md,phase4 track backend build booking reconciliation and external confirmation dispute worker,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
293,par_293,par,not_started,prompt/293.md,phase4 track Playwright or other appropriate tooling frontend build patient appointment scheduling workspace,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
294,par_294,par,not_started,prompt/294.md,phase4 track Playwright or other appropriate tooling frontend build slot search results and availability freshness states,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
295,par_295,par,not_started,prompt/295.md,phase4 track Playwright or other appropriate tooling frontend build offer selection flow with truthful hold posture,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
296,par_296,par,not_started,prompt/296.md,phase4 track Playwright or other appropriate tooling frontend build confirmation pending disputed and recovery states,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
297,par_297,par,not_started,prompt/297.md,phase4 track Playwright or other appropriate tooling frontend build appointment detail cancel reschedule and reminder views,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
298,par_298,par,not_started,prompt/298.md,phase4 track Playwright or other appropriate tooling frontend build waitlist enrolment management and offer acceptance views,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
299,par_299,par,not_started,prompt/299.md,phase4 track Playwright or other appropriate tooling frontend build staff booking handoff panel and assisted booking views,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
300,par_300,par,not_started,prompt/300.md,phase4 track Playwright or other appropriate tooling frontend build record origin continuation and booking entry surfaces,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
301,par_301,par,not_started,prompt/301.md,phase4 track Playwright or other appropriate tooling frontend build patient action recovery envelopes for booking failures,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
302,par_302,par,not_started,prompt/302.md,phase4 track Playwright or other appropriate tooling frontend build mobile responsive booking and manage flows,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
303,par_303,par,not_started,prompt/303.md,phase4 track Playwright or other appropriate tooling frontend build accessibility and artifact parity for booking documents,phase_4,MS_P4_PARALLEL_BOOKING_IMPLEMENTATION,Phase 4 parallel booking implementation,phase_delivery,current,on_path,GATE_P4_PARALLEL_MERGE
304,seq_304,seq,not_started,prompt/304.md,phase4 use Playwright or other appropriate tooling browser automation to configure booking provider sandboxes and callback endpoints,phase_4,MS_P4_MERGE_CONFIG_AND_PROOF,Phase 4 booking provider configuration and proof,phase_delivery,current,on_path,GATE_P4_EXIT
305,seq_305,seq,not_started,prompt/305.md,phase4 use Playwright or other appropriate tooling browser automation to capture booking provider capability evidence and test credentials,phase_4,MS_P4_MERGE_CONFIG_AND_PROOF,Phase 4 booking provider configuration and proof,phase_delivery,current,on_path,GATE_P4_EXIT
306,seq_306,seq,not_started,prompt/306.md,phase4 merge Playwright or other appropriate tooling integrate local booking with triage portal and notification workflows,phase_4,MS_P4_MERGE_CONFIG_AND_PROOF,Phase 4 booking provider configuration and proof,phase_delivery,current,on_path,GATE_P4_EXIT
307,seq_307,seq,not_started,prompt/307.md,phase4 Playwright or other appropriate tooling testing run capability matrix slot snapshot hold commit and compensation suites,phase_4,MS_P4_MERGE_CONFIG_AND_PROOF,Phase 4 booking provider configuration and proof,phase_delivery,current,on_path,GATE_P4_EXIT
