account_or_secret_id,dependency_family,dependency_title,environment,record_class,current_lane,owner_role,backup_owner_role,creator_role,approver_role,storage_backend,distribution_method,rotation_policy,revocation_policy,audit_sink,exposure_constraints,allowed_usage_surfaces,manual_checkpoint_required,live_gate_refs,mock_equivalent_ref,origin_source,landing_zone,runtime_injection_path,dual_control_required,redaction_profile,risk_refs,source_refs,notes
ACC_PHARMACY_DIRECTORY_INTEGRATION_PRINCIPAL,pharmacy_directory,Pharmacy directory seam,integration,service_principal,actual_later,ROLE_PHARMACY_PARTNER_OWNER,ROLE_PHARMACY_DOMAIN_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_pharmacy_adapter; browser_automation_dry_run,yes,LIVE_GATE_PHARMACY_DIRECTORY_REVIEW,ACC_PHARMACY_DIRECTORY_SHARED_DEV_PRINCIPAL,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction; data/analysis/external_dependencies.json#dep_pharmacy_directory_dohs; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Directory principal for live access-path evaluation.
ACC_PHARMACY_OUTCOME_SHARED_DEV_MAILBOX,pharmacy_outcome,Pharmacy outcome observation,shared_dev,mailbox_credential,mock_now,ROLE_PHARMACY_DOMAIN_LEAD,ROLE_PHARMACY_PARTNER_OWNER,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,shared_nonprod_vault,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",pharmacy_outcome_simulator; svc_pharmacy_adapter,no,LIVE_GATE_PHARMACY_OUTCOME_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,nonprod_workload_identity_fetch,no,full_secret_mask_and_capture_block,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation; data/analysis/external_dependencies.json#dep_pharmacy_outcome_observation",Mock outcome mailbox used for weak-match and replay-safe ingest tests.
ACC_PHARMACY_OUTCOME_INTEGRATION_MAILBOX,pharmacy_outcome,Pharmacy outcome observation,integration,mailbox_credential,actual_later,ROLE_PHARMACY_DOMAIN_LEAD,ROLE_PHARMACY_PARTNER_OWNER,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_pharmacy_adapter; browser_automation_dry_run,yes,LIVE_GATE_PHARMACY_OUTCOME_REVIEW,ACC_PHARMACY_OUTCOME_SHARED_DEV_MAILBOX,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation; data/analysis/external_dependencies.json#dep_pharmacy_outcome_observation; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Outcome mailbox for authoritative and weak-match ingestion.
ACC_PHARMACY_DISPATCH_LOCAL_MAILBOX,pharmacy_transport,Pharmacy dispatch transport,local_mock,mailbox_credential,mock_now,ROLE_PHARMACY_PARTNER_OWNER,ROLE_INTEROPERABILITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,local_ephemeral_secret_store,deterministic_seed_bootstrap,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",pharmacy_transport_simulator; svc_pharmacy_adapter; ops_vendor_control_plane,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_PHARMACY_TRANSPORT_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,ephemeral_runtime_secret_mount,no,full_secret_mask_and_capture_block,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract; data/analysis/external_dependencies.json#dep_pharmacy_referral_transport",Local transport mailbox credential for dispatch proof rehearsal.
SEC_PHARMACY_DISPATCH_CI_WEBHOOK,pharmacy_transport,Pharmacy dispatch transport,ci_mock,webhook_secret,mock_now,ROLE_PHARMACY_PARTNER_OWNER,ROLE_INTEROPERABILITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,ci_ephemeral_secret_store,short_lived_ci_secret_injection,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",pharmacy_transport_simulator; svc_pharmacy_adapter; ops_vendor_control_plane,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_PHARMACY_TRANSPORT_REVIEW,,ci_seed_and_runtime_bootstrap,seed_bootstrap_outside_repo,ephemeral_runtime_secret_mount,no,full_secret_mask_and_capture_block,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract; data/analysis/external_dependencies.json#dep_pharmacy_referral_transport",CI-only dispatch callback secret for redispatch and bounce-back tests.
ACC_PHARMACY_DISPATCH_PREPROD_MAILBOX,pharmacy_transport,Pharmacy dispatch transport,preprod,mailbox_credential,actual_later,ROLE_PHARMACY_PARTNER_OWNER,ROLE_INTEROPERABILITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,preprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_before_release_candidate_widen,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_pharmacy_adapter; browser_automation_dry_run; ops_vendor_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_PHARMACY_TRANSPORT_REVIEW,ACC_PHARMACY_DISPATCH_LOCAL_MAILBOX,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,preprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract; data/analysis/external_dependencies.json#dep_pharmacy_referral_transport; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Preprod transport mailbox for dispatch and urgent-return rehearsal.
SEC_PHARMACY_DISPATCH_PRODUCTION_WEBHOOK,pharmacy_transport,Pharmacy dispatch transport,production,webhook_secret,actual_later,ROLE_PHARMACY_PARTNER_OWNER,ROLE_INTEROPERABILITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,production_vault,dual_control_capture_then_vault_ingest,dual_control_every_60_days_or_on_incident,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_pharmacy_adapter; browser_automation_dry_run; ops_vendor_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_PHARMACY_TRANSPORT_REVIEW,SEC_PHARMACY_DISPATCH_CI_WEBHOOK,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,production_workload_identity_fetch,yes,full_secret_mask_and_capture_block,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract; data/analysis/external_dependencies.json#dep_pharmacy_referral_transport; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Production dispatch callback secret requires redispatch and bounce-back proof.
ACC_SMS_LOCAL_SIM_PRINCIPAL,sms,SMS continuation delivery,local_mock,service_principal,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SUPPORT_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,local_ephemeral_secret_store,deterministic_seed_bootstrap,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",notification_simulator; tests_playwright_external; svc_notification_worker,no,LIVE_GATE_VENDOR_SENDER_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,ephemeral_runtime_secret_mount,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; HZ_WRONG_PATIENT_BINDING,data/analysis/external_dependencies.json#dep_sms_notification_provider; data/analysis/provider_family_scorecards.json#notifications_sms,Optional SMS simulator principal kept separate from email delivery.
ID_SMS_LOCAL_SENDER,sms,SMS continuation delivery,local_mock,sender_identity,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SUPPORT_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,local_ephemeral_secret_store,deterministic_seed_bootstrap,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",notification_simulator; tests_playwright_external; svc_notification_worker; notification_template_registry,no,LIVE_GATE_VENDOR_SENDER_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,control_plane_metadata_publication,no,masked_identifier_and_placeholder_render,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; HZ_WRONG_PATIENT_BINDING,data/analysis/external_dependencies.json#dep_sms_notification_provider; data/analysis/provider_family_scorecards.json#notifications_sms,Mock SMS sender used for seeded continuation rehearsal only.
SEC_SMS_CI_WEBHOOK,sms,SMS continuation delivery,ci_mock,webhook_secret,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SUPPORT_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,ci_ephemeral_secret_store,short_lived_ci_secret_injection,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",notification_simulator; tests_playwright_external; svc_notification_worker,no,LIVE_GATE_VENDOR_SENDER_REVIEW,,ci_seed_and_runtime_bootstrap,seed_bootstrap_outside_repo,ephemeral_runtime_secret_mount,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; HZ_WRONG_PATIENT_BINDING,data/analysis/external_dependencies.json#dep_sms_notification_provider; data/analysis/provider_family_scorecards.json#notifications_sms,CI-only SMS callback authenticity secret.
ACC_SMS_INTEGRATION_PROJECT,sms,SMS continuation delivery,integration,service_principal,actual_later,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SUPPORT_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_notification_worker; browser_automation_dry_run; ops_vendor_control_plane,yes,LIVE_GATE_VENDOR_SENDER_REVIEW,ACC_SMS_LOCAL_SIM_PRINCIPAL,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; HZ_WRONG_PATIENT_BINDING,data/analysis/external_dependencies.json#dep_sms_notification_provider; data/analysis/provider_family_scorecards.json#notifications_sms; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Optional SMS project principal remains blocked until continuation cohorts are approved.
ID_SMS_INTEGRATION_SENDER,sms,SMS continuation delivery,integration,sender_identity,actual_later,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SUPPORT_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,partner_metadata_registry,approved_metadata_publish,quarterly_recertification_and_on_topology_change,remove_from_partner_registry_republish_runtime_metadata_append_audit,ExternalAccessLifecycleLedger,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",svc_notification_worker; browser_automation_dry_run; ops_vendor_control_plane; notification_template_registry,yes,LIVE_GATE_VENDOR_SENDER_REVIEW,ID_SMS_LOCAL_SENDER,provider_admin_console_or_partner_form,partner_metadata_review_queue,control_plane_metadata_publication,no,masked_identifier_and_placeholder_render,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; HZ_WRONG_PATIENT_BINDING,data/analysis/external_dependencies.json#dep_sms_notification_provider; data/analysis/provider_family_scorecards.json#notifications_sms; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Optional SMS sender identity needs wrong-recipient and opt-in review.
ACC_TEL_LOCAL_SIM_PRINCIPAL,telephony,"Telephony, IVR, and recording rail",local_mock,service_principal,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,local_ephemeral_secret_store,deterministic_seed_bootstrap,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",telephony_simulator; svc_telephony_edge; tests_playwright_external,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,,deterministic_seed_generator,seed_bootstrap_outside_repo,ephemeral_runtime_secret_mount,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation",Local simulator principal for inbound webhooks and IVR state tests.
SEC_TEL_LOCAL_WEBHOOK,telephony,"Telephony, IVR, and recording rail",local_mock,webhook_secret,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,local_ephemeral_secret_store,deterministic_seed_bootstrap,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",telephony_simulator; svc_telephony_edge; tests_playwright_external,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,,deterministic_seed_generator,seed_bootstrap_outside_repo,ephemeral_runtime_secret_mount,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation",Deterministic local callback authenticity secret.
NUM_TEL_SHARED_DEV_TEST_RANGE,telephony,"Telephony, IVR, and recording rail",shared_dev,phone_number,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,shared_nonprod_fixture_registry,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",telephony_simulator; svc_telephony_edge; tests_playwright_external; telephony_number_registry,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,,deterministic_seed_generator,seed_bootstrap_outside_repo,control_plane_metadata_publication,no,masked_identifier_and_placeholder_render,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation",Reserved synthetic number range for shared-dev IVR and callback rehearsal.
DATA_TEL_SHARED_DEV_FIXTURES,telephony,"Telephony, IVR, and recording rail",shared_dev,sandbox_dataset,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,shared_nonprod_fixture_registry,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,Synthetic-only material; never mix with live partner outputs or live patient-like identifiers.,telephony_simulator; svc_telephony_edge; tests_playwright_external; seed_reset_job,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,,deterministic_seed_generator,seed_bootstrap_outside_repo,seed_fixture_sync_and_environment_reset,no,synthetic_only_render,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation","Synthetic call recordings, transcript placeholders, and call-session timelines."
ACC_TELEPHONY_PREPROD_PRINCIPAL,telephony,"Telephony, IVR, and recording rail",preprod,service_principal,actual_later,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,preprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_before_release_candidate_widen,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_telephony_edge; browser_automation_dry_run; ops_vendor_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,ACC_TEL_LOCAL_SIM_PRINCIPAL,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,preprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture","Preprod telephony account for live-like webhook, recording, and urgent-escalation rehearsal."
SEC_TELEPHONY_PREPROD_WEBHOOK,telephony,"Telephony, IVR, and recording rail",preprod,webhook_secret,actual_later,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,preprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_before_release_candidate_widen,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_telephony_edge; browser_automation_dry_run; ops_vendor_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,SEC_TEL_LOCAL_WEBHOOK,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,preprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Preprod telephony webhook secret captured only after recording review.
NUM_TELEPHONY_PRODUCTION_RANGE,telephony,"Telephony, IVR, and recording rail",production,phone_number,actual_later,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,partner_metadata_registry,approved_metadata_publish,quarterly_recertification_and_on_topology_change,remove_from_partner_registry_republish_runtime_metadata_append_audit,ExternalAccessLifecycleLedger,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",svc_telephony_edge; browser_automation_dry_run; ops_vendor_control_plane; telephony_number_registry,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,NUM_TEL_SHARED_DEV_TEST_RANGE,provider_admin_console_or_partner_form,partner_metadata_review_queue,control_plane_metadata_publication,yes,masked_identifier_and_placeholder_render,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Production number range requires operational owner and backup owner before activation.
ACC_TRANSCRIPT_SHARED_DEV_PRINCIPAL,transcription,Transcript processing provider,shared_dev,service_principal,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_MANUFACTURER_CSO,shared_nonprod_vault,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",telephony_simulator; artifact_scan_simulator; svc_evidence_pipeline,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TRANSCRIPT_SAFETY_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,nonprod_workload_identity_fetch,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation; data/analysis/external_dependencies.json#dep_transcription_processing_provider",Mock transcription project principal for readiness-state rehearsal.
SEC_TRANSCRIPT_SHARED_DEV_WEBHOOK,transcription,Transcript processing provider,shared_dev,webhook_secret,mock_now,ROLE_COMMUNICATIONS_PLATFORM_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_MANUFACTURER_CSO,shared_nonprod_vault,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",telephony_simulator; artifact_scan_simulator; svc_evidence_pipeline,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TRANSCRIPT_SAFETY_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,nonprod_workload_identity_fetch,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY; RISK_MUTATION_003; RISK_STATE_004; RISK_MUTATION_001,"blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation; data/analysis/external_dependencies.json#dep_transcription_processing_provider",Mock transcript completion callback secret.
