requirement_id,requirement_title,requirement_type,canonicality,source_file,source_heading_or_logical_block,direct_quote_or_precise_paraphrase,rationale,affected_phases,affected_domains,actors_personas,audience_tiers,channels,primary_objects,preconditions,trigger,expected_behavior,failure_or_degraded_behavior,closure_blockers_or_guards,external_dependencies,FHIR_or_representation_implications,security_privacy_implications,observability_implications,acceptance_test_hint,related_requirement_ids,status,notes
REQ-TEST-phase-6-the-pharmacy-loop-md-046,adapter transform contract tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,adapter transform contract tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,adapter transform contract tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",adapter transform contract tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-047,wrong-provider dispatch prevention tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,wrong-provider dispatch prevention tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,wrong-provider dispatch prevention tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",wrong-provider dispatch prevention tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-048,transport-assurance-profile classification tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,transport-assurance-profile classification tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy|assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,transport-assurance-profile classification tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",transport-assurance-profile classification tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-049,weak or manual transport proof-deadline and gate-blocking tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,weak or manual transport proof-deadline and gate-blocking tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,weak or manual transport proof-deadline and gate-blocking tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",weak or manual transport proof-deadline and gate-blocking tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-050,"pharmacy dispatch continuity-evidence tests for stale provider, blocked continuity proof, and same-shell pending posture",test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,"pharmacy dispatch continuity-evidence tests for stale provider, blocked continuity proof, and same-shell pending posture",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy|frontend,pharmacy_user,pharmacy,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"pharmacy dispatch continuity-evidence tests for stale provider, blocked continuity proof, and same-shell pending posture",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","pharmacy dispatch continuity-evidence tests for stale provider, blocked continuity proof, and same-shell pending posture",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-051,"`DispatchProofEnvelope` correlation tests covering duplicate acks, stale receipts, and disputed proof",test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,"`DispatchProofEnvelope` correlation tests covering duplicate acks, stale receipts, and disputed proof",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"`DispatchProofEnvelope` correlation tests covering duplicate acks, stale receipts, and disputed proof",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","`DispatchProofEnvelope` correlation tests covering duplicate acks, stale receipts, and disputed proof",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-052,transport-acceptance versus authoritative-proof distinction tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,transport-acceptance versus authoritative-proof distinction tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,identity|pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,transport-acceptance versus authoritative-proof distinction tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",transport-acceptance versus authoritative-proof distinction tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-053,dispatch-confidence and contradiction-threshold tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,dispatch-confidence and contradiction-threshold tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,dispatch-confidence and contradiction-threshold tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",dispatch-confidence and contradiction-threshold tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-054,outbound-reference-set hash stability tests proving stale or cross-attempt evidence cannot satisfy the current attempt,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,outbound-reference-set hash stability tests proving stale or cross-attempt evidence cannot satisfy the current attempt,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,outbound-reference-set hash stability tests proving stale or cross-attempt evidence cannot satisfy the current attempt,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",outbound-reference-set hash stability tests proving stale or cross-attempt evidence cannot satisfy the current attempt,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-055,superseded-attempt evidence rejection tests covering stale receipts after redispatch,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,superseded-attempt evidence rejection tests covering stale receipts after redispatch,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,superseded-attempt evidence rejection tests covering stale receipts after redispatch,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",superseded-attempt evidence rejection tests covering stale receipts after redispatch,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-056,manual-assisted-dispatch attestation and dual-review tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,manual-assisted-dispatch attestation and dual-review tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,triage|pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,manual-assisted-dispatch attestation and dual-review tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",manual-assisted-dispatch attestation and dual-review tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-057,acknowledgement and retry tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,acknowledgement and retry tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,acknowledgement and retry tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",acknowledgement and retry tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-058,post-dispatch consent-revocation tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,post-dispatch consent-revocation tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,post-dispatch consent-revocation tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",post-dispatch consent-revocation tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-059,same-shell patient and staff withdrawal-reconciliation projection tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,same-shell patient and staff withdrawal-reconciliation projection tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy|patient_portal|staff_workspace|frontend,patient|staff,patient|staff,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,same-shell patient and staff withdrawal-reconciliation projection tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",same-shell patient and staff withdrawal-reconciliation projection tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-060,"patient, pharmacy-console, and operations dispatch-truth projection parity tests",test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,"patient, pharmacy-console, and operations dispatch-truth projection parity tests",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy|patient_portal|operations,patient|operations_lead|pharmacy_user,patient|operations|pharmacy,staff_console,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"patient, pharmacy-console, and operations dispatch-truth projection parity tests",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.","patient, pharmacy-console, and operations dispatch-truth projection parity tests",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-061,PII redaction tests in logs and telemetry,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,PII redaction tests in logs and telemetry,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,PII redaction tests in logs and telemetry,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",PII redaction tests in logs and telemetry,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-062,transport-failure fallback tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,transport-failure fallback tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,transport-failure fallback tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",transport-failure fallback tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-063,end-to-end composed-package to dispatch-confirmed tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,end-to-end composed-package to dispatch-confirmed tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,end-to-end composed-package to dispatch-confirmed tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",end-to-end composed-package to dispatch-confirmed tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-064,status-projection consistency tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,status-projection consistency tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,status-projection consistency tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",status-projection consistency tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-065,wrong-patient status access tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,wrong-patient status access tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy|patient_portal,patient,patient,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,wrong-patient status access tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",wrong-patient status access tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-066,referral-reference security tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,referral-reference security tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,referral-reference security tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",referral-reference security tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-067,reachability-blocker projection tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,reachability-blocker projection tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,reachability-blocker projection tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",reachability-blocker projection tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-068,stale-grant rotation and contact-route-repair tests for pharmacy status entry,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,stale-grant rotation and contact-route-repair tests for pharmacy status entry,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy|frontend,pharmacy_user,pharmacy,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,stale-grant rotation and contact-route-repair tests for pharmacy status entry,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",stale-grant rotation and contact-route-repair tests for pharmacy status entry,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-069,"pharmacy consent expiry, supersession, and post-dispatch withdrawal-reconciliation shell tests",test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,"pharmacy consent expiry, supersession, and post-dispatch withdrawal-reconciliation shell tests",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,identity|pharmacy|frontend,pharmacy_user,pharmacy,cross_channel,Session,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"pharmacy consent expiry, supersession, and post-dispatch withdrawal-reconciliation shell tests",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","pharmacy consent expiry, supersession, and post-dispatch withdrawal-reconciliation shell tests",REQ-OBJ-session,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-070,content tests for instruction clarity,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,content tests for instruction clarity,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,content tests for instruction clarity,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",content tests for instruction clarity,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-071,mobile and embedded-mode rendering tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,mobile and embedded-mode rendering tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,nhs_app,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,mobile and embedded-mode rendering tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",mobile and embedded-mode rendering tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-072,keyboard and screen-reader tests on status and instruction pages,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,keyboard and screen-reader tests on status and instruction pages,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,keyboard and screen-reader tests on status and instruction pages,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",keyboard and screen-reader tests on status and instruction pages,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-073,structured-summary parsing tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,structured-summary parsing tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,structured-summary parsing tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",structured-summary parsing tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-074,Update Record observed-path tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,Update Record observed-path tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,Update Record observed-path tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",Update Record observed-path tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-075,email-ingest and structured manual-capture tests,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,email-ingest and structured manual-capture tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,email-ingest and structured manual-capture tests,Block the matching phase gate or release promotion until the suite passes.,,notification provider,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",email-ingest and structured manual-capture tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-6-the-pharmacy-loop-md-076,exact-replay and semantic-replay outcome dedupe tests returning `duplicate_ignored`,test,canonical,phase-6-the-pharmacy-loop.md,Tests that must pass before moving on,exact-replay and semantic-replay outcome dedupe tests returning `duplicate_ignored`,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_6,pharmacy,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,exact-replay and semantic-replay outcome dedupe tests returning `duplicate_ignored`,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",exact-replay and semantic-replay outcome dedupe tests returning `duplicate_ignored`,,normalized,phase_test_section=Tests that must pass before moving on
