provider_family,dimension_id,dimension_title,dimension_class,minimum_bar_mock_now,evidence_required_mock_now,kill_switch_if_failed_mock_now,source_refs,notes
gp_im1_and_booking_supplier,ambiguity_handling,Ambiguity And Partial Failure Semantics,ambiguity_handling,5,"[""Fault-injection cases for stale, contradictory, duplicated, replayed, and out-of-order events within GP-system pairing and local booking supplier boundaries."", ""Projection evidence proving ambiguous or degraded states stay open and block calm copy where required.""]",Reject the mock if contradictory or weak evidence collapses into silent retry or silent success.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Opaque ambiguity handling is a hard architectural failure, not a scoring nicety. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,security_replay,"Security, Authentication, And Replay Control",security,4,"[""Threat-model and contract tests for signed callbacks, nonce or state handling, replay protection, and environment isolation around GP-system pairing and local booking supplier boundaries."", ""Evidence that browser-to-provider direct calls are impossible for this family.""]","Reject the mock if it permits direct browser calls, token reuse, or unverified callbacks.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Security control evidence must remain compatible with future secret ownership and vault-ingest law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,privacy_residency,"Privacy, Residency, And Subprocessor Transparency",privacy,3,"[""Synthetic-data-only fixture pack for GP-system pairing and local booking supplier boundaries with explicit PHI exclusion and redaction traces."", ""Mock data-retention statement describing what is persisted and why.""]","Reject the mock if it encourages real credentials, real patient data, or uncontrolled retention.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Mock-now uses synthetic data, but actual-later must still preserve the same disclosure boundaries. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,healthcare_compliance,UK Healthcare Compliance And Assurance Readiness,compliance,3,"[""Mock contract note describing which assurance or standards obligations the family must later satisfy."", ""Evidence map linking GP-system pairing and local booking supplier boundaries to the relevant NHS or clinical-safety posture without claiming live approval.""]",Reject the mock if it implies live approval or hides later assurance obligations.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Actual-provider acceptance is blocked until the compliance evidence pack exists and matches the architecture. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,onboarding_and_sponsorship,Onboarding Friction And Sponsor Burden,onboarding_friction,2,"[""Explicit statement of which onboarding steps are intentionally deferred for GP-system pairing and local booking supplier boundaries."", ""Task linkage showing how the mock keeps engineering moving while live approval waits.""]",Reject the mock if it pretends onboarding does not matter or hides later human approvals.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Actual-provider strategy weights this heavily because onboarding latency can distort programme order if left implicit. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,sandbox_depth,Sandbox Depth And Environment Isolation,sandbox_quality,5,"[""Simulator runbook proving every critical state, callback, and error path for GP-system pairing and local booking supplier boundaries exists in a deterministic local environment."", ""Evidence that dev, test, and later-live behavior are separated without changing contract shape.""]","Reject the mock if the sandbox misses states that drive patient-visible truth, safety, or control-plane decisions.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Mock-now cares about full state coverage, not a thin happy-path stub. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,test_data_fidelity,Test Data And Synthetic Fixture Quality,test_data_quality,4,"[""Synthetic fixture set for GP-system pairing and local booking supplier boundaries covering nominal, degraded, replay, stale, and blocked paths."", ""Contract-test evidence that fixture data preserves identifiers, timestamps, and hashes needed for Vecells logic.""]","Reject the mock if fixture data cannot reproduce the states that later drive calmness, closure, or recovery.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Weak test data quality usually hides real integration risk until too late in the programme. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,observability_and_audit,"Observability, Audit, And Replay Support",observability,3,"[""Event trace or audit view for GP-system pairing and local booking supplier boundaries showing correlation IDs, proof upgrades, and replay handling."", ""Evidence that the simulator preserves the same diagnostic fields later live adapters will need.""]",Reject the mock if it removes the audit or replay evidence later diagnostics will rely on.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Observability must support both runtime diagnosis and later assurance evidence generation. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,operational_support,Operational Support And Incident Handling,operational_support,3,"[""Runbook excerpt explaining who owns degraded or disputed GP-system pairing and local booking supplier boundaries states in the mock and how they are repaired."", ""Simulator evidence for escalation, reset, or manual-review paths.""]",Reject the mock if degraded paths exist with no clear recovery owner or operator action.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Later live-provider acceptance is not just about APIs; it is about the operational recovery contract too. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,commercial_and_lock_in,Cost Governance And Lock-In Control,cost_governance,2,"[""Statement that the simulator keeps commercial assumptions out of the core contract for GP-system pairing and local booking supplier boundaries."", ""Evidence that the mock does not hard-code one future vendor decision.""]",Reject the mock if it bakes one vendor's commercial model into the product contract.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Commercial ease cannot override truth, safety, audit, or portability law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,portability_and_exit,Portability And Adapter Exit Posture,portability,3,"[""Adapter boundary proof showing the simulator can be swapped without changing Vecells core logic for GP-system pairing and local booking supplier boundaries."", ""Evidence that state, hashes, or identifiers are not tied to one provider-local meaning.""]","Reject the mock if identifiers, proof objects, or UX copy become inseparable from one supplier model.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Portability guards against direct supplier coupling and protects later provider changes. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,degraded_mode_resilience,Resilience And Degraded-Mode Compatibility,resilience,5,"[""Simulator evidence showing stale, partial, or blocked GP-system pairing and local booking supplier boundaries states degrade through the published recovery posture."", ""Same-shell or same-control-plane recovery proof for the affected user or operator path.""]",Reject the mock if degraded or stale states are absent or if recovery posture diverges from the blueprint.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Degraded-mode law is part of the provider scorecard, not an afterthought. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,experience_and_brand_constraints,UI / Brand / Interaction Constraints,ui_brand_constraints,3,"[""Simulator screens or artifacts showing any provider-imposed UI or message constraints for GP-system pairing and local booking supplier boundaries."", ""Evidence that Vecells can preserve quiet, accurate copy without hiding provider-mandated interaction rules.""]",Reject the mock if it hides provider-driven interaction constraints that later affect UX truth.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Interaction constraints matter when they change calmness, redirect safety, or patient expectations. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,simulator_fidelity,Simulator Fidelity And State Coverage,mock_fidelity,5,"[""Named state inventory for GP-system pairing and local booking supplier boundaries covering happy, degraded, replayed, stale, and blocked paths."", ""Playwright or contract-test evidence proving the simulator drives real product logic instead of a toy stub.""]","Reject the mock if it omits states that later drive patient-visible truth, safety, or closure behavior.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","This dimension exists specifically to prevent mock providers from becoming oversimplified placeholders. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
pharmacy_directory,contract_shape,Capability And Tuple Coverage,capability,4,"[""State and action-scope matrix for Pharmacy Directory / Choice covering directory snapshot freshness, opening hours, warned-choice states, no-safe-choice conditions, selection binding hashes, and consent reset on drift."", ""Contract-test pack proving Vecells reads only the adapter-bound tuple for pharmacy directory and patient-choice discovery.""]","Reject the mock if it collapses capability, route tuple, or actor scope into a generic success flow.","[""blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""blueprint/forensic-audit-findings.md#Finding 36 - Pharmacy discovery lacked live directory constraints"", ""blueprint/blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_pharmacy_directory_dohs"", ""phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""blueprint-init.md#7. Pharmacy First pathway""]",Capability evaluation must stay in the Vecells core and may not escape into provider-specific semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy directory and patient-choice seam.
pharmacy_directory,authoritative_truth,Authoritative Truth Separation,proof_truth,4,"[""Simulator evidence showing accepted transport, pending proof, disputed proof, and authoritative confirmation as separate states for pharmacy directory and patient-choice discovery."", ""Replay-safe ledger trace proving patient-visible or staff-visible calmness waits for the correct proof class.""]",Reject the mock if provider acceptance or webhook arrival is treated as authoritative truth.,"[""blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""blueprint/forensic-audit-findings.md#Finding 36 - Pharmacy discovery lacked live directory constraints"", ""blueprint/blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_pharmacy_directory_dohs"", ""phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""blueprint-init.md#7. Pharmacy First pathway""]",No provider family may pass without explicit proof-truth semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy directory and patient-choice seam.
pharmacy_directory,ambiguity_handling,Ambiguity And Partial Failure Semantics,ambiguity_handling,5,"[""Fault-injection cases for stale, contradictory, duplicated, replayed, and out-of-order events within pharmacy directory and patient-choice discovery."", ""Projection evidence proving ambiguous or degraded states stay open and block calm copy where required.""]",Reject the mock if contradictory or weak evidence collapses into silent retry or silent success.,"[""blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""blueprint/forensic-audit-findings.md#Finding 36 - Pharmacy discovery lacked live directory constraints"", ""blueprint/blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_pharmacy_directory_dohs"", ""phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""blueprint-init.md#7. Pharmacy First pathway""]","Opaque ambiguity handling is a hard architectural failure, not a scoring nicety. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy directory and patient-choice seam."
pharmacy_directory,security_replay,"Security, Authentication, And Replay Control",security,4,"[""Threat-model and contract tests for signed callbacks, nonce or state handling, replay protection, and environment isolation around pharmacy directory and patient-choice discovery."", ""Evidence that browser-to-provider direct calls are impossible for this family.""]","Reject the mock if it permits direct browser calls, token reuse, or unverified callbacks.","[""blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""blueprint/forensic-audit-findings.md#Finding 36 - Pharmacy discovery lacked live directory constraints"", ""blueprint/blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_pharmacy_directory_dohs"", ""phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""blueprint-init.md#7. Pharmacy First pathway""]","Security control evidence must remain compatible with future secret ownership and vault-ingest law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy directory and patient-choice seam."
