term_id,canonical_term,entry_type,object_id,resolution_class,bounded_context,object_kind,definition,do_not_confuse_with,source_refs,notes
OBJ_MIGRATIONEXECUTIONRECEIPT,MigrationExecutionReceipt,object,OBJ_MIGRATIONEXECUTIONRECEIPT,canonical_object,runtime_release,other,`MigrationExecutionReceipt` proves whether the control plane accepted the migration action against the expected execution tuple.,,platform-runtime-and-release-blueprint.md#L1377; platform-runtime-and-release-blueprint.md#L1380,
OBJ_MIGRATIONIMPACTPREVIEW,MigrationImpactPreview,object,OBJ_MIGRATIONIMPACTPREVIEW,canonical_object,runtime_release,other,"`MigrationImpactPreview` freezes the exact route and recovery blast radius of a migration or backfill action before execution. Operators may not launch start, pause, resume, cutover, or abort actions from a generic progress banner or shell-local understanding of affected routes.",,platform-runtime-and-release-blueprint.md#L1372; platform-runtime-and-release-blueprint.md#L67; platform-runtime-and-release-blueprint.md#L1375; platform-runtime-and-release-blueprint.md#L1406; governance-admin-console-frontend-blueprint.md#L570; governance-admin-console-frontend-blueprint.md#L1146; platform-admin-and-config-blueprint.md#L309; platform-admin-and-config-blueprint.md#L330,
OBJ_MIGRATIONPRESENTATIONARTIFACT,MigrationPresentationArtifact,object,OBJ_MIGRATIONPRESENTATIONARTIFACT,canonical_object,runtime_release,artifact,Migration rules:,,platform-runtime-and-release-blueprint.md#L1393; platform-runtime-and-release-blueprint.md#L1415,
OBJ_MIGRATIONVERIFICATIONRECORD,MigrationVerificationRecord,object,OBJ_MIGRATIONVERIFICATIONRECORD,canonical_object,runtime_release,record,Explicit schema block for MigrationVerificationRecord in platform-runtime-and-release-blueprint.md.,,platform-runtime-and-release-blueprint.md#L1468; platform-runtime-and-release-blueprint.md#L1555,
OBJ_MINIMUMNECESSARYCONTRACT,MinimumNecessaryContract,object,OBJ_MINIMUMNECESSARYCONTRACT,canonical_object,foundation_identity_access,contract,Fields:,,phase-0-the-foundation-protocol.md#L2242; phase-0-the-foundation-protocol.md#L4014; phase-0-the-foundation-protocol.md#L4954; phase-0-the-foundation-protocol.md#L4957; phase-0-the-foundation-protocol.md#L4969; phase-0-the-foundation-protocol.md#L6493; phase-0-the-foundation-protocol.md#L6507; phase-5-the-network-horizon.md#L257,
OBJ_MISSIONSTACKFOLDPLAN,MissionStackFoldPlan,object,OBJ_MISSIONSTACKFOLDPLAN,canonical_object,frontend_runtime,other,"`MissionStackFoldPlan` defines how the same shell collapses for narrow screens. Fold and unfold operations must preserve the active `SelectedAnchor`, dominant blocker visibility, and current `DecisionDock` state, so the mobile shell remains a folded version of the same continuity key rather than a separate page journey.",,ux-quiet-clarity-redesign.md#L195; phase-0-the-foundation-protocol.md#L9298; platform-frontend-blueprint.md#L1388; platform-frontend-blueprint.md#L1445; platform-frontend-blueprint.md#L1455; platform-frontend-blueprint.md#L1625; platform-frontend-blueprint.md#L1700; platform-frontend-blueprint.md#L1960,
OBJ_MODELCHANGEREQUEST,ModelChangeRequest,object,OBJ_MODELCHANGEREQUEST,canonical_object,assistive,other,Explicit schema block for ModelChangeRequest in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L1085,
OBJ_MODELPOLICY,ModelPolicy,object,OBJ_MODELPOLICY,canonical_object,assistive,policy,Explicit schema block for ModelPolicy in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L133,
OBJ_MODELREGISTRYENTRY,ModelRegistryEntry,object,OBJ_MODELREGISTRYENTRY,canonical_object,assistive,other,Explicit schema block for ModelRegistryEntry in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L329,
OBJ_MONTHLYASSURANCEPACK,MonthlyAssurancePack,object,OBJ_MONTHLYASSURANCEPACK,canonical_object,assurance_and_governance,bundle,Explicit schema block for MonthlyAssurancePack in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L618; phase-9-the-assurance-ledger.md#L160,
OBJ_MOREINFOCYCLE,MoreInfoCycle,object,OBJ_MOREINFOCYCLE,canonical_object,triage_human_checkpoint,case,Explicit schema block for MoreInfoCycle in phase-3-the-human-checkpoint.md.,,phase-3-the-human-checkpoint.md#L43; phase-0-the-foundation-protocol.md#L5499; phase-0-the-foundation-protocol.md#L5521; phase-3-the-human-checkpoint.md#L23; phase-3-the-human-checkpoint.md#L114; phase-3-the-human-checkpoint.md#L161; phase-3-the-human-checkpoint.md#L221; phase-3-the-human-checkpoint.md#L599,Child-domain object; may not write canonical Request.workflowState directly.
OBJ_MOREINFOREMINDERSCHEDULE,MoreInfoReminderSchedule,object,OBJ_MOREINFOREMINDERSCHEDULE,canonical_object,triage_human_checkpoint,other,"`MoreInfoReminderSchedule` is the only reminder ledger allowed for a cycle. It must derive every reminder send, suppression, quiet-hours delay, callback fallback, and exhaustion decision from the current checkpoint and reachability posture rather than from transport-local retry state.",,phase-3-the-human-checkpoint.md#L51; phase-0-the-foundation-protocol.md#L5521; phase-3-the-human-checkpoint.md#L54; phase-3-the-human-checkpoint.md#L606; phase-3-the-human-checkpoint.md#L610; phase-3-the-human-checkpoint.md#L681; phase-3-the-human-checkpoint.md#L683; staff-workspace-interface-architecture.md#L597,
OBJ_MOREINFOREPLYWINDOWCHECKPOINT,MoreInfoReplyWindowCheckpoint,object,OBJ_MOREINFOREPLYWINDOWCHECKPOINT,canonical_object,triage_human_checkpoint,checkpoint,"`MoreInfoReplyWindowCheckpoint` is the single authority for more-info TTL, due-state wording, reminder eligibility, late-reply grace, and same-shell expiry recovery. Patient copy, staff badges, reminder workers, and secure-link entry may cache or soften that truth, but they may not compute a separate actionable window from client time, link TTL, or queue-local timers.",,phase-3-the-human-checkpoint.md#L46; phase-0-the-foundation-protocol.md#L5495; phase-0-the-foundation-protocol.md#L5499; phase-0-the-foundation-protocol.md#L5521; phase-0-the-foundation-protocol.md#L5522; phase-3-the-human-checkpoint.md#L49; phase-3-the-human-checkpoint.md#L113; phase-3-the-human-checkpoint.md#L606,
OBJ_MOREINFORESPONSEDISPOSITION,MoreInfoResponseDisposition,object,OBJ_MOREINFORESPONSEDISPOSITION,canonical_object,triage_human_checkpoint,record,"`MoreInfoResponseDisposition` is the canonical answer to why a reply was accepted, routed to late review, marked superseded, rejected as expired, or held for repair. Neither the patient shell nor the staff workspace may infer those outcomes from send time, route timing, or whether a draft happened to submit before a local countdown expired.",,phase-3-the-human-checkpoint.md#L56; phase-0-the-foundation-protocol.md#L5495; phase-0-the-foundation-protocol.md#L5521; phase-0-the-foundation-protocol.md#L5525; phase-3-the-human-checkpoint.md#L59; phase-3-the-human-checkpoint.md#L612; phase-3-the-human-checkpoint.md#L637; phase-3-the-human-checkpoint.md#L681,
OBJ_MOREINFOSTATUSDIGEST,MoreInfoStatusDigest,object,OBJ_MOREINFOSTATUSDIGEST,canonical_object,staff_support_operations,digest,"`MoreInfoStatusDigest` is the sole workspace digest for the more-info loop. Queue-row badges, task-header chips, side-stage receipts, reminder controls, and interruption items must read from it rather than computing due-state from local timers, outbound message timestamps, or stale queue copies.",,staff-workspace-interface-architecture.md#L181; staff-workspace-interface-architecture.md#L184; staff-workspace-interface-architecture.md#L596; staff-workspace-interface-architecture.md#L600; staff-workspace-interface-architecture.md#L601; staff-workspace-interface-architecture.md#L606,
OBJ_MOTIONCUEENVELOPE,MotionCueEnvelope,object,OBJ_MOTIONCUEENVELOPE,canonical_object,frontend_runtime,record,"`MotionCueEnvelope` is the source of truth for visible motion. Every animation, emphasis pulse, or static degraded equivalent must derive from one cue envelope that knows what changed, where it changed, and whether the change is local acknowledgement, provisional truth, authoritative truth, invalidation, or recovery.",,platform-frontend-blueprint.md#L2686; phase-0-the-foundation-protocol.md#L9053; platform-frontend-blueprint.md#L2689,
OBJ_MOTIONINTENTTOKEN,MotionIntentToken,object,OBJ_MOTIONINTENTTOKEN,canonical_object,foundation_runtime_experience,token,Fields:,,phase-0-the-foundation-protocol.md#L7709; phase-0-the-foundation-protocol.md#L7855; platform-frontend-blueprint.md#L1398,
OBJ_MOTIONREGIONARBITRATION,MotionRegionArbitration,object,OBJ_MOTIONREGIONARBITRATION,canonical_object,frontend_runtime,other,"`MotionRegionArbitration` prevents motion pile-up. A region may have many candidate updates, but only one dominant cue may animate at full emphasis at a time; the others must merge, defer, or settle statically according to policy.",,platform-frontend-blueprint.md#L2691; phase-0-the-foundation-protocol.md#L9058; phase-0-the-foundation-protocol.md#L9202; platform-frontend-blueprint.md#L2694; platform-frontend-blueprint.md#L2838,
OBJ_MOTIONSEMANTICREGISTRY,MotionSemanticRegistry,object,OBJ_MOTIONSEMANTICREGISTRY,canonical_object,foundation_runtime_experience,other,Responsibilities:,,phase-0-the-foundation-protocol.md#L7850,
OBJ_MOTIONVERIFICATIONTRACE,MotionVerificationTrace,object,OBJ_MOTIONVERIFICATIONTRACE,canonical_object,frontend_runtime,other,"`MotionVerificationTrace` is the deterministic test artifact for motion behavior. Playwright and runtime diagnostics must be able to inspect what cue fired, what region won arbitration, what accessibility or degradation mode was active, whether any overlap occurred, and whether the rendered outcome matched policy.",,platform-frontend-blueprint.md#L2706; phase-0-the-foundation-protocol.md#L9073; phase-0-the-foundation-protocol.md#L9203; phase-0-the-foundation-protocol.md#L9310; phase-0-the-foundation-protocol.md#L9313; platform-frontend-blueprint.md#L2709; platform-frontend-blueprint.md#L2839; platform-frontend-blueprint.md#L2958,
OBJ_NARROWSCREENCONTINUITYPLAN,NarrowScreenContinuityPlan,object,OBJ_NARROWSCREENCONTINUITYPLAN,canonical_object,frontend_runtime,other,"`NarrowScreenContinuityPlan` preserves object continuity while shells fold into drawers, sheets, and stacked views. It keeps the user oriented to the same object, blocker, and next action rather than silently changing task posture.",,platform-frontend-blueprint.md#L3984; platform-frontend-blueprint.md#L1700; platform-frontend-blueprint.md#L3987; platform-frontend-blueprint.md#L4004; platform-frontend-blueprint.md#L4033,
OBJ_NAVIGATIONCONTRACT,NavigationContract,object,OBJ_NAVIGATIONCONTRACT,canonical_object,unknown,contract,Explicit schema block for NavigationContract in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L458,
OBJ_NAVIGATIONSTATELEDGER,NavigationStateLedger,object,OBJ_NAVIGATIONSTATELEDGER,canonical_object,frontend_runtime,other,"`NavigationStateLedger` is the shell's authoritative navigation memory. Browser back or forward, hard refresh, same-shell recovery, and compact-nav restore must all resolve through this ledger instead of relying on ambient browser history or route-local component state.",,platform-frontend-blueprint.md#L3643; platform-frontend-blueprint.md#L170; platform-frontend-blueprint.md#L299; platform-frontend-blueprint.md#L1634; platform-frontend-blueprint.md#L1661; platform-frontend-blueprint.md#L1669; platform-frontend-blueprint.md#L1670; platform-frontend-blueprint.md#L1700,
OBJ_NEARMISSREPORT,NearMissReport,object,OBJ_NEARMISSREPORT,canonical_object,assurance_and_governance,record,Explicit schema block for NearMissReport in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L1029,
OBJ_NEIGHBORSUBSTITUTIONPOLICY,NeighborSubstitutionPolicy,object,OBJ_NEIGHBORSUBSTITUTIONPOLICY,canonical_object,frontend_runtime,policy,"`NeighborSubstitutionPolicy` forbids silent focus drift. If the active object disappears, loses trust, or drops out of the current ranking, the shell must keep the anchor in place as a stub, recovery state, or explicitly acknowledged replacement decision rather than auto-selecting the next nearby row or card.",,ux-quiet-clarity-redesign.md#L110; ux-quiet-clarity-redesign.md#L113,
OBJ_NETWORKBOOKINGREQUEST,NetworkBookingRequest,object,OBJ_NETWORKBOOKINGREQUEST,canonical_object,hub_coordination,other,Explicit schema block for NetworkBookingRequest in phase-5-the-network-horizon.md.,,phase-5-the-network-horizon.md#L40; phase-5-the-network-horizon.md#L36; phase-5-the-network-horizon.md#L222; phase-cards.md#L554; phase-cards.md#L580,
OBJ_NETWORKCANDIDATESNAPSHOT,NetworkCandidateSnapshot,object,OBJ_NETWORKCANDIDATESNAPSHOT,canonical_object,hub_coordination,record,Explicit schema block for NetworkCandidateSnapshot in phase-5-the-network-horizon.md.,,phase-5-the-network-horizon.md#L67; phase-0-the-foundation-protocol.md#L6099; phase-5-the-network-horizon.md#L393; phase-5-the-network-horizon.md#L478; phase-5-the-network-horizon.md#L533,
OBJ_NETWORKCOORDINATIONPOLICYEVALUATION,NetworkCoordinationPolicyEvaluation,object,OBJ_NETWORKCOORDINATIONPOLICYEVALUATION,canonical_object,hub_coordination,record,Explicit schema block for NetworkCoordinationPolicyEvaluation in phase-5-the-network-horizon.md.,,phase-5-the-network-horizon.md#L64; phase-0-the-foundation-protocol.md#L6838; phase-5-the-network-horizon.md#L393; phase-5-the-network-horizon.md#L533; phase-5-the-network-horizon.md#L772; phase-5-the-network-horizon.md#L804; operations-console-frontend-blueprint.md#L645; platform-admin-and-config-blueprint.md#L404,
OBJ_NETWORKMANAGECAPABILITIES,NetworkManageCapabilities,object,OBJ_NETWORKMANAGECAPABILITIES,canonical_object,hub_coordination,other,Explicit schema block for NetworkManageCapabilities in phase-5-the-network-horizon.md.,,phase-5-the-network-horizon.md#L1012; phase-5-the-network-horizon.md#L998; phase-5-the-network-horizon.md#L1035; phase-5-the-network-horizon.md#L1036; phase-5-the-network-horizon.md#L1087,
OBJ_NETWORKREMINDERPLAN,NetworkReminderPlan,object,OBJ_NETWORKREMINDERPLAN,canonical_object,hub_coordination,other,Explicit schema block for NetworkReminderPlan in phase-5-the-network-horizon.md.,,phase-5-the-network-horizon.md#L1006; phase-0-the-foundation-protocol.md#L7602; phase-5-the-network-horizon.md#L996; phase-5-the-network-horizon.md#L1027; platform-frontend-blueprint.md#L1044; patient-portal-experience-architecture-blueprint.md#L520; callback-and-clinician-messaging-loop.md#L316,
OBJ_NETWORKSLOTCANDIDATE,NetworkSlotCandidate,object,OBJ_NETWORKSLOTCANDIDATE,canonical_object,hub_coordination,other,Explicit schema block for NetworkSlotCandidate in phase-5-the-network-horizon.md.,,phase-5-the-network-horizon.md#L73; phase-5-the-network-horizon.md#L324; phase-5-the-network-horizon.md#L389,
OBJ_NEXTTASKLAUNCHLEASE,NextTaskLaunchLease,object,OBJ_NEXTTASKLAUNCHLEASE,canonical_object,staff_support_operations,lease,Explicit schema block for NextTaskLaunchLease in staff-workspace-interface-architecture.md.,,staff-workspace-interface-architecture.md#L253; phase-0-the-foundation-protocol.md#L4676; phase-0-the-foundation-protocol.md#L4981; phase-0-the-foundation-protocol.md#L4982; phase-0-the-foundation-protocol.md#L4990; phase-3-the-human-checkpoint.md#L129; staff-workspace-interface-architecture.md#L274; staff-workspace-interface-architecture.md#L275,
OBJ_NEXTTASKPREFETCHWINDOW,NextTaskPrefetchWindow,object,OBJ_NEXTTASKPREFETCHWINDOW,canonical_object,foundation_identity_access,other,Fields:,,phase-0-the-foundation-protocol.md#L4655; staff-workspace-interface-architecture.md#L248; phase-0-the-foundation-protocol.md#L4981; phase-0-the-foundation-protocol.md#L8884; staff-workspace-interface-architecture.md#L251; staff-workspace-interface-architecture.md#L274; staff-workspace-interface-architecture.md#L656; staff-workspace-interface-architecture.md#L657,
OBJ_NHSAPPBRIDGE,NHSAppBridge,object,OBJ_NHSAPPBRIDGE,canonical_object,unknown,other,Explicit schema block for NHSAppBridge in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L464; phase-7-inside-the-nhs-app.md#L478; phase-7-inside-the-nhs-app.md#L492,
OBJ_NHSAPPCONTINUITYEVIDENCEBUNDLE,NHSAppContinuityEvidenceBundle,object,OBJ_NHSAPPCONTINUITYEVIDENCEBUNDLE,canonical_object,unknown,bundle,Inventory every patient route from Phases 1 to 6 and classify it as one of:,,phase-7-inside-the-nhs-app.md#L118; phase-7-inside-the-nhs-app.md#L145; phase-7-inside-the-nhs-app.md#L170; phase-7-inside-the-nhs-app.md#L226,
OBJ_NHSAPPENVIRONMENTPROFILE,NHSAppEnvironmentProfile,object,OBJ_NHSAPPENVIRONMENTPROFILE,canonical_object,unknown,descriptor,Explicit schema block for NHSAppEnvironmentProfile in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L691,
OBJ_NHSAPPINTEGRATIONMANIFEST,NHSAppIntegrationManifest,object,OBJ_NHSAPPINTEGRATIONMANIFEST,canonical_object,unknown,manifest,Explicit schema block for NHSAppIntegrationManifest in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L103; phase-7-inside-the-nhs-app.md#L99,
OBJ_NHSAPPPERFORMANCEPACK,NHSAppPerformancePack,object,OBJ_NHSAPPPERFORMANCEPACK,canonical_object,unknown,bundle,Explicit schema block for NHSAppPerformancePack in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L755,
OBJ_NOAUTOWRITEPOLICY,NoAutoWritePolicy,object,OBJ_NOAUTOWRITEPOLICY,canonical_object,assistive,policy,Explicit schema block for NoAutoWritePolicy in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L139,
OBJ_NORMALIZEDSLOT,NormalizedSlot,object,OBJ_NORMALIZEDSLOT,canonical_object,booking,other,Explicit schema block for NormalizedSlot in phase-4-the-booking-engine.md.,,phase-4-the-booking-engine.md#L45; phase-4-the-booking-engine.md#L392,
OBJ_OFFERSESSION,OfferSession,object,OBJ_OFFERSESSION,canonical_object,booking,other,Explicit schema block for OfferSession in phase-4-the-booking-engine.md.,,phase-4-the-booking-engine.md#L48; phase-0-the-foundation-protocol.md#L6099; phase-0-the-foundation-protocol.md#L6212; phase-4-the-booking-engine.md#L540; phase-4-the-booking-engine.md#L549; phase-4-the-booking-engine.md#L553; phase-4-the-booking-engine.md#L627,
OBJ_ONCALLMATRIX,OnCallMatrix,object,OBJ_ONCALLMATRIX,canonical_object,assurance_and_governance,other,Explicit schema block for OnCallMatrix in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L1214,
OBJ_OPERATIONALMETRICDEFINITION,OperationalMetricDefinition,object,OBJ_OPERATIONALMETRICDEFINITION,canonical_object,assurance_and_governance,other,Explicit schema block for OperationalMetricDefinition in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L300,
OBJ_OPERATIONALREADINESSSNAPSHOT,OperationalReadinessSnapshot,object,OBJ_OPERATIONALREADINESSSNAPSHOT,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L3765; platform-runtime-and-release-blueprint.md#L1601; phase-0-the-foundation-protocol.md#L3665; phase-0-the-foundation-protocol.md#L3716; phase-0-the-foundation-protocol.md#L3790; phase-0-the-foundation-protocol.md#L4856; phase-0-the-foundation-protocol.md#L4999; phase-0-the-foundation-protocol.md#L5000,
OBJ_OPERATORHANDOFFFRAME,OperatorHandoffFrame,object,OBJ_OPERATORHANDOFFFRAME,canonical_object,staff_support_operations,other,Explicit schema block for OperatorHandoffFrame in staff-workspace-interface-architecture.md.,,staff-workspace-interface-architecture.md#L235; phase-0-the-foundation-protocol.md#L8938; staff-workspace-interface-architecture.md#L296; staff-workspace-interface-architecture.md#L477; staff-workspace-interface-architecture.md#L521; staff-workspace-interface-architecture.md#L651,
OBJ_OPSACTIONELIGIBILITYFENCE,OpsActionEligibilityFence,object,OBJ_OPSACTIONELIGIBILITYFENCE,canonical_object,staff_support_operations,gate,Explicit schema block for OpsActionEligibilityFence in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L103; operations-console-frontend-blueprint.md#L148; operations-console-frontend-blueprint.md#L149; operations-console-frontend-blueprint.md#L150; operations-console-frontend-blueprint.md#L191; operations-console-frontend-blueprint.md#L633; operations-console-frontend-blueprint.md#L698,
OBJ_OPSBOARDPOSTURE,OpsBoardPosture,object,OBJ_OPSBOARDPOSTURE,canonical_object,staff_support_operations,other,Explicit schema block for OpsBoardPosture in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L200; phase-0-the-foundation-protocol.md#L7073; phase-0-the-foundation-protocol.md#L9014; platform-frontend-blueprint.md#L354; platform-frontend-blueprint.md#L2653; operations-console-frontend-blueprint.md#L213; operations-console-frontend-blueprint.md#L218; operations-console-frontend-blueprint.md#L353,
OBJ_OPSBOARDSTATESNAPSHOT,OpsBoardStateSnapshot,object,OBJ_OPSBOARDSTATESNAPSHOT,canonical_object,audited_flow_gap,record,Explicit schema block for OpsBoardStateSnapshot in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L85; vecells-complete-end-to-end-flow.md#L14; phase-0-the-foundation-protocol.md#L9028; operations-console-frontend-blueprint.md#L140; operations-console-frontend-blueprint.md#L186; operations-console-frontend-blueprint.md#L496; operations-console-frontend-blueprint.md#L516; operations-console-frontend-blueprint.md#L714,
OBJ_OPSBOARDSURFACESTATE,OpsBoardSurfaceState,object,OBJ_OPSBOARDSURFACESTATE,canonical_object,staff_support_operations,descriptor,"`OpsBoardSurfaceState` is the required posture contract for every overview board. It derives from `OpsBoardPosture` and `SurfacePostureFrame`, keeping the last stable board visible through loading, degradation, recovery, and anomaly resolution without replacing the operator's mental model.",,operations-console-frontend-blueprint.md#L350; operations-console-frontend-blueprint.md#L337; operations-console-frontend-blueprint.md#L353; operations-console-frontend-blueprint.md#L364,
OBJ_OPSBRIEFINGARTIFACT,OpsBriefingArtifact,object,OBJ_OPSBRIEFINGARTIFACT,canonical_object,staff_support_operations,artifact,"`OpsBriefingArtifact` keeps board snapshots, incident briefs, and governed export material attached to the visible board scope rather than a detached export-only path.",,operations-console-frontend-blueprint.md#L203; operations-console-frontend-blueprint.md#L206; operations-console-frontend-blueprint.md#L217,
OBJ_OPSCONTINUITYEVIDENCESLICE,OpsContinuityEvidenceSlice,object,OBJ_OPSCONTINUITYEVIDENCESLICE,canonical_object,audited_flow_gap,projection,Explicit schema block for OpsContinuityEvidenceSlice in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L526; vecells-complete-end-to-end-flow.md#L14; phase-0-the-foundation-protocol.md#L4986; phase-0-the-foundation-protocol.md#L6895; phase-0-the-foundation-protocol.md#L9027; phase-9-the-assurance-ledger.md#L436; phase-9-the-assurance-ledger.md#L1236; phase-9-the-assurance-ledger.md#L1239,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_OPSDELTAGATE,OpsDeltaGate,object,OBJ_OPSDELTAGATE,canonical_object,staff_support_operations,gate,Explicit schema block for OpsDeltaGate in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L91; phase-9-the-assurance-ledger.md#L443; operations-console-frontend-blueprint.md#L142; operations-console-frontend-blueprint.md#L143; operations-console-frontend-blueprint.md#L189; operations-console-frontend-blueprint.md#L212; operations-console-frontend-blueprint.md#L384; operations-console-frontend-blueprint.md#L496,
OBJ_OPSDRILLCONTEXTANCHOR,OpsDrillContextAnchor,object,OBJ_OPSDRILLCONTEXTANCHOR,canonical_object,staff_support_operations,other,Rules:,,operations-console-frontend-blueprint.md#L508; operations-console-frontend-blueprint.md#L513; operations-console-frontend-blueprint.md#L628; operations-console-frontend-blueprint.md#L629; operations-console-frontend-blueprint.md#L706; forensic-audit-findings.md#L720,
OBJ_OPSESCALATIONCOOLDOWNWINDOW,OpsEscalationCooldownWindow,object,OBJ_OPSESCALATIONCOOLDOWNWINDOW,canonical_object,staff_support_operations,other,Let `prominenceScore_s(t) = actionability_s(t) * severity_s(t) * trustLowerBound_s(t) * confidenceLowerBound_s(t) * persistenceMultiplier_s(t)`.,,operations-console-frontend-blueprint.md#L592; phase-0-the-foundation-protocol.md#L9018; phase-0-the-foundation-protocol.md#L9203; phase-0-the-foundation-protocol.md#L9313; platform-frontend-blueprint.md#L2657; platform-frontend-blueprint.md#L2839; platform-frontend-blueprint.md#L2963; operations-console-frontend-blueprint.md#L608,
OBJ_OPSFOCUSPROTECTIONFENCE,OpsFocusProtectionFence,object,OBJ_OPSFOCUSPROTECTIONFENCE,canonical_object,staff_support_operations,gate,Explicit schema block for OpsFocusProtectionFence in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L586; phase-0-the-foundation-protocol.md#L9017; phase-0-the-foundation-protocol.md#L9313; platform-frontend-blueprint.md#L2656; platform-frontend-blueprint.md#L2963; operations-console-frontend-blueprint.md#L310; operations-console-frontend-blueprint.md#L609; operations-console-frontend-blueprint.md#L618,
OBJ_OPSGOVERNANCEHANDOFF,OpsGovernanceHandoff,object,OBJ_OPSGOVERNANCEHANDOFF,canonical_object,staff_support_operations,other,Explicit schema block for OpsGovernanceHandoff in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L97; operations-console-frontend-blueprint.md#L145; operations-console-frontend-blueprint.md#L157; operations-console-frontend-blueprint.md#L179; operations-console-frontend-blueprint.md#L192; operations-console-frontend-blueprint.md#L708; governance-admin-console-frontend-blueprint.md#L285; governance-admin-console-frontend-blueprint.md#L373,
OBJ_OPSINTERVENTIONACTIONRECORD,OpsInterventionActionRecord,object,OBJ_OPSINTERVENTIONACTIONRECORD,canonical_object,staff_support_operations,record,Explicit schema block for OpsInterventionActionRecord in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L106; operations-console-frontend-blueprint.md#L151,
OBJ_OPSINTERVENTIONREADINESS,OpsInterventionReadiness,object,OBJ_OPSINTERVENTIONREADINESS,canonical_object,staff_support_operations,other,"Let `calibrationFreshness_i = clamp(1 - calibrationAgeMs_i / T_calibration_max_i, 0, 1)`. Let `guardrailClearance_i = 1` when the current route intent, board tuple, selection lease, delta gate, scope, release, and policy guardrails all permit direct commit, otherwise `0`. Let `readinessScore_i = trustLowerBound_i * confidenceLowerBound_i * calibrationFreshness_i * guardrailClearance_i`.",,operations-console-frontend-blueprint.md#L478; operations-console-frontend-blueprint.md#L697,
OBJ_OPSINTERVENTIONSETTLEMENT,OpsInterventionSettlement,object,OBJ_OPSINTERVENTIONSETTLEMENT,canonical_object,staff_support_operations,settlement,`OperationsConsoleShell` extends `PersistentShell` with:,,operations-console-frontend-blueprint.md#L109; operations-console-frontend-blueprint.md#L151; operations-console-frontend-blueprint.md#L155; operations-console-frontend-blueprint.md#L497; operations-console-frontend-blueprint.md#L648; operations-console-frontend-blueprint.md#L708; phase-cards.md#L102,
OBJ_OPSLIVECADENCEPOLICY,OpsLiveCadencePolicy,object,OBJ_OPSLIVECADENCEPOLICY,canonical_object,staff_support_operations,policy,"Let `freshnessRatio_s(t) = observedAgeMs_s(t) / max(1, expectedCadenceMs_s)`.",,operations-console-frontend-blueprint.md#L300; operations-console-frontend-blueprint.md#L310; operations-console-frontend-blueprint.md#L701,
OBJ_OPSMOTIONENVELOPE,OpsMotionEnvelope,object,OBJ_OPSMOTIONENVELOPE,canonical_object,staff_support_operations,record,Explicit schema block for OpsMotionEnvelope in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L583; phase-0-the-foundation-protocol.md#L9032; phase-0-the-foundation-protocol.md#L9200; phase-0-the-foundation-protocol.md#L9313; platform-frontend-blueprint.md#L2668; platform-frontend-blueprint.md#L2836; platform-frontend-blueprint.md#L2963; operations-console-frontend-blueprint.md#L607,
OBJ_OPSOVERVIEWCONTEXTFRAME,OpsOverviewContextFrame,object,OBJ_OPSOVERVIEWCONTEXTFRAME,canonical_object,assurance_and_governance,other,"`OpsOverviewContextFrame` is the only legal continuity contract for `/ops/overview`. Tiles, filters, drill-downs, and intervention candidates may not assemble from different scope or horizon snapshots while the same board frame is active, and a returned or resumed board may not reuse the frame unless its `boardTupleHash`, active selection leases, and action-eligibility fence still validate.",,phase-9-the-assurance-ledger.md#L411; phase-9-the-assurance-ledger.md#L409; phase-9-the-assurance-ledger.md#L414; phase-9-the-assurance-ledger.md#L472,
