provider_family,dimension_id,dimension_title,dimension_class,minimum_bar_actual_later,evidence_required_actual_later,kill_switch_if_failed_actual_later,source_refs,notes
gp_im1_and_booking_supplier,authoritative_truth,Authoritative Truth Separation,proof_truth,5,"[""Provider evidence pack proving transport acceptance and authoritative truth remain distinct for GP-system pairing and local booking supplier boundaries."", ""Operational proof showing authoritative confirmation or durable observation is available to contract tests and audits.""]",Reject the provider if it cannot represent authoritative truth separately from accepted transport or local acknowledgement.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","No provider family may pass without explicit proof-truth semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,ambiguity_handling,Ambiguity And Partial Failure Semantics,ambiguity_handling,5,"[""Provider docs or sandbox evidence showing duplicate, replay, delayed, contradictory, or missing events can be detected and reconciled."", ""Evidence that operators can inspect and recover ambiguous GP-system pairing and local booking supplier boundaries states without vendor-side guesswork.""]",Reject the provider if failure semantics are opaque or if ambiguity cannot be surfaced for review.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Opaque ambiguity handling is a hard architectural failure, not a scoring nicety. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,security_replay,"Security, Authentication, And Replay Control",security,4,"[""Security docs showing webhook authentication, key rotation, replay protection, and environment isolation for GP-system pairing and local booking supplier boundaries."", ""Evidence that the provider does not require browser egress or client-side secrets for the protected path.""]","Reject the provider if replay protection, callback authenticity, or environment isolation are inadequate.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Security control evidence must remain compatible with future secret ownership and vault-ingest law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,privacy_residency,"Privacy, Residency, And Subprocessor Transparency",privacy,4,"[""UK residency, subprocessor, retention, and deletion evidence for GP-system pairing and local booking supplier boundaries."", ""Data-flow explanation showing what patient or event data leaves Vecells and on what legal or contractual basis.""]","Reject the provider if residency, subprocessor scope, or deletion posture are unclear or incompatible.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Mock-now uses synthetic data, but actual-later must still preserve the same disclosure boundaries. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,healthcare_compliance,UK Healthcare Compliance And Assurance Readiness,compliance,5,"[""Current assurance, clinical-safety, or onboarding evidence required for GP-system pairing and local booking supplier boundaries."", ""Evidence that the provider can support the controls Vecells must later attest under NHS, DSPT, DCB, or partner law.""]",Reject the provider if compliance posture is incompatible or cannot be evidenced for audit.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Actual-provider acceptance is blocked until the compliance evidence pack exists and matches the architecture. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,onboarding_and_sponsorship,Onboarding Friction And Sponsor Burden,onboarding_friction,4,"[""Named sponsor, approval, legal, and procurement prerequisites for GP-system pairing and local booking supplier boundaries."", ""Environment, account, and credential intake checklist with manual approvals and blockers called out.""]","Reject the provider if critical approvals, sponsor paths, or account prerequisites are undefined.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Actual-provider strategy weights this heavily because onboarding latency can distort programme order if left implicit. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,sandbox_depth,Sandbox Depth And Environment Isolation,sandbox_quality,4,"[""Sandbox or pre-prod evidence showing the provider can exercise the needed control-plane semantics for GP-system pairing and local booking supplier boundaries."", ""Environment-isolation rules proving redirect URIs, sender IDs, mailboxes, or endpoints do not cross environments.""]",Reject the provider if its sandbox is too shallow to verify the required semantics before go-live.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Mock-now cares about full state coverage, not a thin happy-path stub. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,test_data_fidelity,Test Data And Synthetic Fixture Quality,test_data_quality,5,"[""Sandbox test-data docs showing whether the provider can reproduce the edge cases Vecells needs for GP-system pairing and local booking supplier boundaries."", ""Evidence that test identities, records, or dispatch references can be reset or rotated safely.""]",Reject the provider if test data cannot reproduce the required control-plane and failure semantics.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Weak test data quality usually hides real integration risk until too late in the programme. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,observability_and_audit,"Observability, Audit, And Replay Support",observability,5,"[""Provider observability or audit artifacts showing correlation IDs, delivery or callback logs, and replay-friendly evidence."", ""Evidence that support and incident teams can inspect GP-system pairing and local booking supplier boundaries without relying on hidden provider dashboards alone.""]","Reject the provider if audit, replay, or diagnostic support is too weak to prove control-plane behavior.","[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Observability must support both runtime diagnosis and later assurance evidence generation. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,operational_support,Operational Support And Incident Handling,operational_support,4,"[""Support model, incident routing, escalation path, and recovery SLA for GP-system pairing and local booking supplier boundaries."", ""Evidence that disputes, resets, or reconciliations can be handled without vendor lock-in to one operator workflow.""]",Reject the provider if support or incident handling cannot sustain the required service posture.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Later live-provider acceptance is not just about APIs; it is about the operational recovery contract too. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,commercial_and_lock_in,Cost Governance And Lock-In Control,cost_governance,3,"[""Commercial model, minimum term, price-break risk, and usage assumptions for GP-system pairing and local booking supplier boundaries."", ""Exit-cost or migration evidence showing how future replacement remains feasible.""]",Reject the provider if lock-in or pricing posture would undermine later portability or roadmap freedom.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Commercial ease cannot override truth, safety, audit, or portability law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,portability_and_exit,Portability And Adapter Exit Posture,portability,5,"[""Provider contract or docs proving identifiers, callbacks, or artifacts can be normalized without irreversible lock-in."", ""Migration or replacement strategy showing how Vecells would exit the provider without rewriting product logic.""]",Reject the provider if replacement would force core lifecycle logic to be rewritten.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Portability guards against direct supplier coupling and protects later provider changes. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,degraded_mode_resilience,Resilience And Degraded-Mode Compatibility,resilience,5,"[""Provider outage, latency, or partial failure evidence showing Vecells can degrade safely when GP-system pairing and local booking supplier boundaries is unhealthy."", ""Evidence that the provider does not force silent success or bypass the declared degradation profile.""]",Reject the provider if outage or partial-failure behavior cannot support the declared degraded mode.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Degraded-mode law is part of the provider scorecard, not an afterthought. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,experience_and_brand_constraints,UI / Brand / Interaction Constraints,ui_brand_constraints,3,"[""Provider UX, branding, sender, redirect, or consent constraints for GP-system pairing and local booking supplier boundaries."", ""Evidence that provider-specific UI constraints do not force unsafe or misleading patient-facing wording.""]",Reject the provider if required UX or branding constraints would force misleading or non-compliant flows.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","Interaction constraints matter when they change calmness, redirect safety, or patient expectations. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
gp_im1_and_booking_supplier,simulator_fidelity,Simulator Fidelity And State Coverage,mock_fidelity,3,"[""Evidence that the live-provider plan can preserve simulator parity and contract tests as onboarding advances."", ""Mapping showing how live sandbox states compare with the already-approved simulator states for GP-system pairing and local booking supplier boundaries.""]",Reject the provider if onboarding would break simulator parity or invalidate the approved contract tests.,"[""blueprint/phase-0-the-foundation-protocol.md#1.13A ProviderCapabilityMatrix"", ""blueprint/phase-0-the-foundation-protocol.md#1.13B BookingProviderAdapterBinding"", ""blueprint/phase-4-the-booking-engine.md#4B. Provider capability matrix and adapter seam"", ""blueprint/phase-4-the-booking-engine.md#4C. Slot search, normalisation, and availability snapshots"", ""blueprint/phase-4-the-booking-engine.md#4E. Commit path, revalidation, booking record, and compensation"", ""blueprint/phase-2-identity-and-echoes.md#Rule 5: keep IM1 out of the critical path for this phase"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_im1_pairing_programme"", ""phase-4-the-booking-engine.md#4B Provider capability matrix and adapter seam"", ""phase-4-the-booking-engine.md#4E Commit path"", ""blueprint-init.md#1. Product definition"", ""blueprint/forensic-audit-findings.md#Finding 72 - The booking commit path did not bind ambiguous supplier truth to canonical confirmation gates strongly enough"", ""phase-4-the-booking-engine.md#4C Slot search"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""phase-4-the-booking-engine.md#4F Manage flows""]","This dimension exists specifically to prevent mock providers from becoming oversimplified placeholders. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are IM1 pairing and capability-governance prerequisite seam, Local booking provider capability and confirmation-truth seam."
pharmacy_directory,contract_shape,Capability And Tuple Coverage,capability,4,"[""Provider API or callback contract pack showing how pharmacy directory and patient-choice discovery maps into one Vecells adapter boundary."", ""Evidence that unsupported states are explicit rather than inferred from supplier-local success labels.""]",Reject the provider if Vecells would need supplier-specific business logic outside the published adapter contract.,"[""blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""blueprint/forensic-audit-findings.md#Finding 36 - Pharmacy discovery lacked live directory constraints"", ""blueprint/blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_pharmacy_directory_dohs"", ""phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""blueprint-init.md#7. Pharmacy First pathway""]",Capability evaluation must stay in the Vecells core and may not escape into provider-specific semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy directory and patient-choice seam.
pharmacy_directory,authoritative_truth,Authoritative Truth Separation,proof_truth,4,"[""Provider evidence pack proving transport acceptance and authoritative truth remain distinct for pharmacy directory and patient-choice discovery."", ""Operational proof showing authoritative confirmation or durable observation is available to contract tests and audits.""]",Reject the provider if it cannot represent authoritative truth separately from accepted transport or local acknowledgement.,"[""blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""blueprint/forensic-audit-findings.md#Finding 36 - Pharmacy discovery lacked live directory constraints"", ""blueprint/blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_pharmacy_directory_dohs"", ""phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""blueprint-init.md#7. Pharmacy First pathway""]",No provider family may pass without explicit proof-truth semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy directory and patient-choice seam.
