evidence_id,sandbox_id,provider_capability_matrix_ref,environment_id,capability_claim_ref,claim_kind,claim_value,claim_outcome,evidence_status,confidence_level,observation_method,selection_audience,requested_action_scope,capability_tuple_hash,observed_at,stale_after,evidence_artifact_ref,gap_artifact_ref
evidence_sandbox_304_manual_assist_ops_twin_view_appointment_support,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,view_appointment_support,action_support,true,supported,manual_attested,manual_attested,manual_attested,staff,view_appointment,9302e8bfee999ce412ad3bff01273554ae7a9159bffeeb7fd0de3441c27ef659,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_manage_appointment_support,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,manage_appointment_support,action_support,false,unsupported,manual_attested,manual_attested,manual_attested,staff,view_booking_summary,688cabfb96cb0362d9d0eafd5e6b498d693ed984b9ef0cab7b11f51af166706b,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_request_staff_assist_support,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,request_staff_assist_support,action_support,true,supported,manual_attested,manual_attested,manual_attested,staff,request_staff_assist,301f87e0e155373626ca6fe1a0538162867ddca2b650d8f16feeecc118931790,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_launch_local_component_support,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,launch_local_component_support,action_support,false,unsupported,manual_attested,manual_attested,manual_attested,staff,launch_local_component,381db24a9ff9790ca0df3499ff49f5e44770af56172fd56744a53952e52f1782,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_patient_self_service_posture,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,patient_self_service_posture,audience_posture,false,unsupported,manual_attested,manual_attested,manual_attested,patient,search_slots,004aed4e01049192e40fb57598d66a2bcdb5e1f79e4f7a5f4cd9a031f1263b6c,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_staff_assisted_posture,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,staff_assisted_posture,audience_posture,true,supported,manual_attested,manual_attested,manual_attested,staff,request_staff_assist,301f87e0e155373626ca6fe1a0538162867ddca2b650d8f16feeecc118931790,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_async_commit_confirmation_posture,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,async_commit_confirmation_posture,confirmation_posture,true,supported,manual_attested,manual_attested,manual_attested,staff,view_booking_summary,688cabfb96cb0362d9d0eafd5e6b498d693ed984b9ef0cab7b11f51af166706b,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_gp_linkage_requirement,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,gp_linkage_requirement,prerequisite,false,not_required,manual_attested,manual_attested,manual_attested,staff,search_slots,c9f5987f5bb0ffe86deb688ba8d2fc24d4fe7535f8a258c532dc2b035ca7984c,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_local_component_requirement,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,local_component_requirement,prerequisite,false,not_required,manual_attested,manual_attested,manual_attested,staff,launch_local_component,381db24a9ff9790ca0df3499ff49f5e44770af56172fd56744a53952e52f1782,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_callback_support_posture,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,callback_support_posture,callback_support,manual_attestation,manual_attestation,manual_attested,manual_attested,manual_attested,staff,view_booking_summary,688cabfb96cb0362d9d0eafd5e6b498d693ed984b9ef0cab7b11f51af166706b,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_manage_support_posture,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,manage_support_posture,manage_posture,summary_only,summary_only,manual_attested,manual_attested,manual_attested,staff,view_booking_summary,688cabfb96cb0362d9d0eafd5e6b498d693ed984b9ef0cab7b11f51af166706b,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
